DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240113171,06/22/2024 12:00:00 AM,06/20/2024 12:00:00 AM,2200,01,Central,0152,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 S  HOPE                         ST,,34.0501,-118.2558
240110060,04/08/2024 12:00:00 AM,04/06/2024 12:00:00 AM,1608,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,29,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240107883,02/25/2024 12:00:00 AM,02/25/2024 12:00:00 AM,0630,01,Central,0195,1,310,BURGLARY,1607 1501 1402,46,M,A,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,1800 S  BROADWAY,,34.0327,-118.2647
240113590,06/28/2024 12:00:00 AM,06/26/2024 12:00:00 AM,1210,01,Central,0159,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2014 1300,25,F,W,114,TAXI,,,IC,Invest Cont,341,,,,1300 E  6TH                          ST,,34.0382,-118.2356
240104787,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1215,01,Central,0142,2,624,BATTERY - SIMPLE ASSAULT,0416,44,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,5TH                          ST,FLOWER,34.0516,-118.2561
240110697,04/24/2024 12:00:00 AM,04/24/2024 12:00:00 AM,2015,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609,36,F,F,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330,,,,ALPINE                       ST,N  SPRING                       ST,34.0621,-118.2376
240118014,09/05/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1730,01,Central,0138,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,341,,,,200 E  2ND                          ST,,34.0503,-118.2434
240118347,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,2030,01,Central,0143,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,24,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S  SPRING                       ST,,34.0488,-118.25
240110693,04/24/2024 12:00:00 AM,04/24/2024 12:00:00 AM,1056,01,Central,0111,1,352,PICKPOCKET,0344 1822,45,F,W,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,,IC,Invest Cont,352,,,,N  BROADWAY                     ST,ORD                          ST,34.0604,-118.2393
240118464,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,1120,01,Central,0138,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,406,OTHER STORE,,,IC,Invest Cont,442,,,,300 E  2ND                          ST,,34.0493,-118.2417
240122527,12/11/2024 12:00:00 AM,12/11/2024 12:00:00 AM,2230,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1309 0421,29,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,230,,,,200 W  6TH                          ST,,34.046,-118.251
240106784,02/08/2024 12:00:00 AM,02/07/2024 12:00:00 AM,1530,01,Central,0176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0446 1822 1218 2004 0416 0429 0417 0445,43,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,400 E  7TH                          ST,,34.042,-118.2485
240105508,01/22/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1740,01,Central,0153,2,888,TRESPASSING,0910,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240106039,01/29/2024 12:00:00 AM,01/29/2024 12:00:00 AM,1100,01,Central,0119,2,888,TRESPASSING,0910 1501,35,M,B,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  VIGNES                       ST,,34.0559,-118.232
240108652,03/06/2024 12:00:00 AM,03/06/2024 12:00:00 AM,1310,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1300 0344 1307 0329,38,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,1100 E  5TH                          ST,,34.0415,-118.2374
240107877,02/25/2024 12:00:00 AM,02/25/2024 12:00:00 AM,0820,01,Central,0133,2,888,TRESPASSING,0910 2052,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  BROADWAY,,34.0524,-118.2467
240109706,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,2305,01,Central,0132,2,888,TRESPASSING,1501 0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240116387,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,0655,01,Central,0152,2,888,TRESPASSING,0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240119664,10/08/2024 12:00:00 AM,09/30/2024 12:00:00 AM,2330,01,Central,0148,1,330,BURGLARY FROM VEHICLE,0344 1307,40,M,W,406,OTHER STORE,,,IC,Invest Cont,330,,,,500 E  4TH                          ST,,34.0449,-118.2415
240104391,01/06/2024 12:00:00 AM,01/05/2024 12:00:00 AM,2345,01,Central,0164,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,25,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 S  SPRING                       ST,,34.046,-118.251
240109394,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,1400,01,Central,0132,2,888,TRESPASSING,0910 2004,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240111284,05/05/2024 12:00:00 AM,05/05/2024 12:00:00 AM,1735,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0444 0446 0416,32,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,100 W  6TH                          ST,,34.046,-118.2493
240112107,03/13/2024 12:00:00 AM,03/09/2024 12:00:00 AM,1915,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,64,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,700 W  9TH                          ST,,34.0462,-118.2585
240109553,03/26/2024 12:00:00 AM,03/23/2024 12:00:00 AM,0200,01,Central,0139,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,35,F,O,116,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,E  1ST                          ST,S  HEWITT                       ST,34.0486,-118.2362
240105783,01/25/2024 12:00:00 AM,01/25/2024 12:00:00 AM,2130,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,2004 0400 0416,56,M,B,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
240110743,04/26/2024 12:00:00 AM,04/26/2024 12:00:00 AM,1518,01,Central,0152,1,648,ARSON,0329,0,M,H,738,LIBRARY,,,IC,Invest Cont,648,,,,600 W  5TH                          ST,,34.0502,-118.2539
240113642,06/28/2024 12:00:00 AM,06/28/2024 12:00:00 AM,0730,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240104969,01/15/2024 12:00:00 AM,01/15/2024 12:00:00 AM,0705,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240121347,11/18/2024 12:00:00 AM,03/03/2024 12:00:00 AM,0800,01,Central,0166,2,354,THEFT OF IDENTITY,0377,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 E  7TH                          ST,,34.0421,-118.2469
240104267,01/04/2024 12:00:00 AM,01/04/2024 12:00:00 AM,1810,01,Central,0153,2,888,TRESPASSING,0910 1501 2004,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240110615,04/15/2024 12:00:00 AM,04/15/2024 12:00:00 AM,1200,01,Central,0119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,40,F,W,804,GREYHOUND OR INTERSTATE BUS,,,IC,Invest Cont,341,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240121812,11/29/2024 12:00:00 AM,11/27/2024 12:00:00 AM,1300,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ALPINE                       ST,FIGUEROA,34.0652,-118.2468
240113937,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2300,01,Central,0143,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,400 S  HILL                         ST,,34.0502,-118.2504
240116634,08/12/2024 12:00:00 AM,08/12/2024 12:00:00 AM,1039,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240119056,09/27/2024 12:00:00 AM,09/27/2024 12:00:00 AM,0920,01,Central,0132,2,888,TRESPASSING,0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240117224,08/20/2024 12:00:00 AM,08/20/2024 12:00:00 AM,0955,01,Central,0119,2,888,TRESPASSING,0910 2004,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240118689,09/19/2024 12:00:00 AM,09/16/2024 12:00:00 AM,1152,01,Central,0101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,M,F,145,MAIL BOX,,,IC,Invest Cont,440,,,,900 W  COLLEGE                      ST,,34.0665,-118.2446
240121178,11/14/2024 12:00:00 AM,11/14/2024 12:00:00 AM,0650,01,Central,0153,2,888,TRESPASSING,0910 2004,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240108131,02/28/2024 12:00:00 AM,02/18/2024 12:00:00 AM,1800,01,Central,0111,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1307,53,M,H,101,STREET,,,IC,Invest Cont,330,,,,900 N  HILL                         ST,,34.0644,-118.2387
240108233,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1630,01,Central,0185,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1606,26,M,W,101,STREET,,,IC,Invest Cont,420,,,,200 E  9TH                          ST,,34.0407,-118.2541
240121594,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,1500,01,Central,0118,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,31,M,V,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,331,,,,1100 N  MAIN                         ST,,34.0633,-118.2336
240115707,07/30/2024 12:00:00 AM,07/30/2024 12:00:00 AM,0705,01,Central,0119,2,888,TRESPASSING,0910,0,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240112515,06/08/2024 12:00:00 AM,06/07/2024 12:00:00 AM,1910,01,Central,0129,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,600    JACKSON                      ST,,34.0511,-118.2334
240121957,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,2030,01,Central,0142,2,946,OTHER MISCELLANEOUS CRIME,1402 1501,0,X,X,101,STREET,,,IC,Invest Cont,946,998,,,5TH,HILL,34.0488,-118.2518
240118802,09/22/2024 12:00:00 AM,09/21/2024 12:00:00 AM,1953,01,Central,0142,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,30,M,K,101,STREET,,,IC,Invest Cont,330,,,,W  4TH                          ST,S  OLIVE                        ST,34.0509,-118.2515
240119107,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,1030,01,Central,0121,2,354,THEFT OF IDENTITY,0930,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494
240120263,10/21/2024 12:00:00 AM,10/18/2024 12:00:00 AM,2115,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,35,F,C,101,STREET,,,AA,Adult Arrest,330,,,,300 S  MAIN                         ST,,34.0495,-118.2459
240117354,08/21/2024 12:00:00 AM,08/21/2024 12:00:00 AM,0840,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240104960,01/15/2024 12:00:00 AM,01/13/2024 12:00:00 AM,2200,01,Central,0151,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0910,23,M,B,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,341,,,,6TH                          ST,FIGUEROA,34.0515,-118.2592
240117266,08/20/2024 12:00:00 AM,08/20/2024 12:00:00 AM,0655,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240106015,01/28/2024 12:00:00 AM,01/28/2024 12:00:00 AM,2305,01,Central,0132,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,X,X,710,OTHER PREMISE,,,AO,Adult Other,740,998,,,2ND                          ST,HILL                         ST,34.0534,-118.2483
240109327,03/21/2024 12:00:00 AM,03/20/2024 12:00:00 AM,0900,01,Central,0118,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 0913 2038 1310 1300,26,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100    BRUNO                        ST,,34.0621,-118.2346
240114216,07/07/2024 12:00:00 AM,07/07/2024 12:00:00 AM,1730,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,36,F,C,504,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,700    YALE                         ST,,34.0612,-118.2417
240120133,10/18/2024 12:00:00 AM,10/18/2024 12:00:00 AM,0625,01,Central,0121,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,36,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,300 N  FIGUEROA                     ST,,34.0601,-118.2502
240117561,08/25/2024 12:00:00 AM,08/24/2024 12:00:00 AM,1800,01,Central,0138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,740,,,,300 S  CENTRAL                      AV,,34.0461,-118.2395
240113060,06/19/2024 12:00:00 AM,06/13/2024 12:00:00 AM,2200,01,Central,0164,1,330,BURGLARY FROM VEHICLE,1300 0344,56,M,K,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,600 S  MAIN                         ST,,34.0453,-118.2499
240104379,01/06/2024 12:00:00 AM,01/05/2024 12:00:00 AM,1715,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,33,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W  6TH                          ST,,34.046,-118.251
240120436,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,1215,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 S  HOPE                         ST,,34.0408,-118.2644
240109967,04/05/2024 12:00:00 AM,04/05/2024 12:00:00 AM,2029,01,Central,0127,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
240117129,08/14/2024 12:00:00 AM,08/14/2024 12:00:00 AM,0808,01,Central,0119,2,888,TRESPASSING,0910 1501,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240117689,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,1915,01,Central,0118,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,29,X,K,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330,,,,NAUD                         ST,WILHARDT                     ST,34.0686,-118.2266
240121725,11/26/2024 12:00:00 AM,11/26/2024 12:00:00 AM,1145,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028,30,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240109699,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,0825,01,Central,0124,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 N  MAIN                         ST,,34.0532,-118.2425
240109507,03/25/2024 12:00:00 AM,02/18/2024 12:00:00 AM,1130,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1300 0344 1307,50,F,U,101,STREET,,,IC,Invest Cont,330,,,,300 S  MAIN                         ST,,34.0495,-118.2459
240114109,07/05/2024 12:00:00 AM,07/05/2024 12:00:00 AM,0705,01,Central,0153,2,888,TRESPASSING,0910,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240122745,12/16/2024 12:00:00 AM,12/03/2024 12:00:00 AM,1350,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,61,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,740,,,,500 S  FLOWER                       ST,,34.0516,-118.2561
240119233,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,0615,01,Central,0192,2,888,TRESPASSING,0910 1501,0,X,X,933,MTA - BLUE LINE - GRAND/LATTC,,,IC,Invest Cont,888,,,,300 W  WASHINGTON                   BL,,34.0338,-118.2706
240112165,06/01/2024 12:00:00 AM,05/31/2024 12:00:00 AM,0745,01,Central,0135,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  SPRING                       ST,,34.0503,-118.247
240115099,07/20/2024 12:00:00 AM,07/20/2024 12:00:00 AM,1610,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
240110838,04/29/2024 12:00:00 AM,04/26/2024 12:00:00 AM,1830,01,Central,0195,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,22,M,W,102,SIDEWALK,,,IC,Invest Cont,420,,,,1800 S  MAIN                         ST,,34.0316,-118.2641
240118835,09/22/2024 12:00:00 AM,09/22/2024 12:00:00 AM,2025,01,Central,0162,1,352,PICKPOCKET,0344 1822,21,F,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,352,,,,W  8TH                          ST,S  FLOWER                       ST,34.0473,-118.2601
240114608,07/14/2024 12:00:00 AM,07/14/2024 12:00:00 AM,1453,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240108399,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1405,01,Central,0133,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0431,35,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 S  SPRING                       ST,,34.0517,-118.2474
240106870,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1739,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
240114351,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,1635,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,7TH                          ST,FIGUEROA,34.0496,-118.2603
240121619,11/24/2024 12:00:00 AM,11/24/2024 12:00:00 AM,2145,01,Central,0162,1,210,ROBBERY,0344 0400 0355,37,X,X,101,STREET,102,HAND GUN,JA,Juv Arrest,210,998,,,700 S  GRAND                        AV,,34.0473,-118.2566
240106952,02/11/2024 12:00:00 AM,02/03/2024 12:00:00 AM,1100,01,Central,0119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0910 2032,19,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,341,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240111487,05/15/2024 12:00:00 AM,05/09/2024 12:00:00 AM,1400,01,Central,0138,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,28,F,O,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,200 S  SAN PEDRO                    ST,,34.0493,-118.2417
240120131,10/18/2024 12:00:00 AM,10/10/2024 12:00:00 AM,1740,01,Central,0128,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,43,M,J,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 E  1ST                          ST,,34.0504,-118.2409
240119770,10/10/2024 12:00:00 AM,10/10/2024 12:00:00 AM,0640,01,Central,0118,2,888,TRESPASSING,0910,0,X,X,967,MTA - GOLD LINE - CHINATOWN,,,IC,Invest Cont,888,,,,1200 N  SPRING                       ST,,34.0659,-118.2339
240120914,11/08/2024 12:00:00 AM,11/08/2024 12:00:00 AM,1210,01,Central,0191,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18TH                         ST,FIGUEROA                     ST,34.0354,-118.2714
240108229,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0150,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ALAMEDA                      ST,CESAR E CHAVEZ               BL,34.0581,-118.2371
240109724,03/30/2024 12:00:00 AM,03/29/2024 12:00:00 AM,2030,01,Central,0174,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1307,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,700 S  LOS ANGELES                  ST,,34.0426,-118.2528
240107046,02/12/2024 12:00:00 AM,02/09/2024 12:00:00 AM,1830,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,34,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,5TH,OLIVE,34.0495,-118.2528
240113813,06/30/2024 12:00:00 AM,06/15/2024 12:00:00 AM,0800,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,740,,,,800 N  SPRING                       ST,,34.0619,-118.2369
240119482,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,0758,01,Central,0152,2,888,TRESPASSING,0910,0,M,O,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240121192,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,0200,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900    EVERETT                      ST,,34.0671,-118.2498
240116766,08/12/2024 12:00:00 AM,08/11/2024 12:00:00 AM,2200,01,Central,0192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1606,26,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,1300 S  FIGUEROA                     ST,,34.0406,-118.268
240104823,01/13/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1510,01,Central,0192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,LA LIVE                      WY,12TH                         ST,34.0363,-118.2672
240113694,06/29/2024 12:00:00 AM,06/28/2024 12:00:00 AM,2330,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0329 0344 1307,33,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  HOPE                         ST,,34.048,-118.2577
240108847,03/10/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1749,01,Central,0105,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,36,M,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,500    SOLANO                       AV,,34.0736,-118.2312
240122873,12/22/2024 12:00:00 AM,12/21/2024 12:00:00 AM,2330,01,Central,0158,1,330,BURGLARY FROM VEHICLE,1300 0344 1307,29,F,B,101,STREET,,,IC,Invest Cont,330,,,,E  6TH,S  CENTRAL                      AV,34.0382,-118.2384
240114144,07/06/2024 12:00:00 AM,07/04/2024 12:00:00 AM,1430,01,Central,0118,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200 N  SPRING                       ST,,34.0659,-118.2339
240108875,03/11/2024 12:00:00 AM,02/24/2024 12:00:00 AM,2200,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1307 1609,25,F,V,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,200 S  MAIN                         ST,,34.051,-118.2445
